Geography,Name,Median Household Income,Poverty Rate (%),Unemployment Rate (%),Bachelor's Degree or Higher (%)
8600000US95374,ZCTA5 95374,44000,26.2,14.5,5.4
8600000US95375,ZCTA5 95375,-,0.0,0.0,0.0
8600000US95376,ZCTA5 95376,62262,12.9,10.1,16.2
8600000US95377,ZCTA5 95377,96860,5.2,7.3,29.1
8600000US95379,ZCTA5 95379,54792,20.8,5.2,17.5
8600000US95380,ZCTA5 95380,39743,24.4,10.9,13.4
8600000US95382,ZCTA5 95382,64874,10.9,7.8,30.4
8600000US95383,ZCTA5 95383,42299,13.5,4.6,24.3
8600000US95385,ZCTA5 95385,37631,1.6,9.6,20.2
8600000US95386,ZCTA5 95386,47868,22.6,13.9,11.7
8600000US95387,ZCTA5 95387,28472,53.8,23.6,11.1
8600000US95388,ZCTA5 95388,42677,24.7,13.3,8.5
8600000US95389,ZCTA5 95389,45588,14.6,6.0,22.6
8600000US95391,ZCTA5 95391,107095,7.4,11.0,40.8
8600000US95401,ZCTA5 95401,52813,17.1,8.4,20.7
8600000US95403,ZCTA5 95403,63029,11.3,6.6,26.7
8600000US95404,ZCTA5 95404,67001,11.6,6.2,41.0
8600000US95405,ZCTA5 95405,72156,7.1,6.4,41.7
8600000US95407,ZCTA5 95407,53652,20.2,8.3,13.4
8600000US95409,ZCTA5 95409,65425,8.1,4.5,44.1
8600000US95410,ZCTA5 95410,37703,27.1,10.8,31.6
8600000US95412,ZCTA5 95412,51875,9.9,0.0,17.9
8600000US95415,ZCTA5 95415,34643,27.1,2.2,16.0
8600000US95417,ZCTA5 95417,71301,8.4,0.6,40.3
8600000US95420,ZCTA5 95420,51618,24.9,4.0,48.9
8600000US95421,ZCTA5 95421,58289,16.3,4.0,35.7
8600000US95422,ZCTA5 95422,25934,34.4,11.4,8.4
8600000US95423,ZCTA5 95423,27379,35.4,7.6,11.6
8600000US95425,ZCTA5 95425,57400,9.6,4.0,21.3
8600000US95426,ZCTA5 95426,66750,22.9,6.4,37.4
8600000US95427,ZCTA5 95427,21410,6.2,6.2,11.5
8600000US95428,ZCTA5 95428,32782,28.7,11.2,16.9
8600000US95429,ZCTA5 95429,73125,0.0,0.0,6.5
8600000US95430,ZCTA5 95430,-,-,-,-
8600000US95431,ZCTA5 95431,-,84.7,8.6,0.0
8600000US95432,ZCTA5 95432,32431,3.2,11.8,46.3
8600000US95435,ZCTA5 95435,-,21.7,0.0,0.0
8600000US95436,ZCTA5 95436,53368,12.5,8.5,35.2
8600000US95437,ZCTA5 95437,38276,20.8,4.7,24.9
8600000US95439,ZCTA5 95439,73542,16.0,4.8,6.7
8600000US95441,ZCTA5 95441,59545,11.6,2.6,28.8
8600000US95442,ZCTA5 95442,64712,10.8,0.7,40.1
8600000US95443,ZCTA5 95443,15529,56.0,0.0,22.0
8600000US95444,ZCTA5 95444,72607,14.6,6.7,35.3
8600000US95445,ZCTA5 95445,36201,8.0,3.1,28.7
8600000US95446,ZCTA5 95446,43564,21.1,8.0,36.7
8600000US95448,ZCTA5 95448,62076,11.9,5.5,38.7
8600000US95449,ZCTA5 95449,37321,19.8,16.5,16.9
8600000US95450,ZCTA5 95450,51389,12.3,4.2,40.3
8600000US95451,ZCTA5 95451,45392,20.9,8.9,15.8
8600000US95452,ZCTA5 95452,78114,6.6,8.0,45.3
8600000US95453,ZCTA5 95453,45299,18.7,5.7,20.6
8600000US95454,ZCTA5 95454,36196,29.9,10.9,14.1
8600000US95456,ZCTA5 95456,38750,14.1,3.8,29.5
8600000US95457,ZCTA5 95457,42829,15.3,14.4,15.1
8600000US95458,ZCTA5 95458,20980,40.0,7.9,7.4
8600000US95459,ZCTA5 95459,43594,12.8,10.5,29.2
8600000US95460,ZCTA5 95460,49470,7.6,1.7,48.1
8600000US95461,ZCTA5 95461,52143,11.3,8.3,32.7
8600000US95462,ZCTA5 95462,37083,21.6,7.8,31.2
8600000US95463,ZCTA5 95463,-,0.0,0.0,100.0
8600000US95464,ZCTA5 95464,26667,24.9,4.1,9.4
8600000US95465,ZCTA5 95465,68636,17.5,7.9,45.4
8600000US95466,ZCTA5 95466,50500,20.8,5.4,29.8
8600000US95467,ZCTA5 95467,65706,12.4,6.4,25.1
8600000US95468,ZCTA5 95468,44412,18.7,4.1,31.4
8600000US95469,ZCTA5 95469,49545,22.8,7.1,20.1
8600000US95470,ZCTA5 95470,58810,15.4,10.6,15.6
8600000US95471,ZCTA5 95471,43854,38.8,14.5,28.3
8600000US95472,ZCTA5 95472,68804,10.9,5.2,44.1
8600000US95476,ZCTA5 95476,60100,12.6,5.0,35.6
8600000US95482,ZCTA5 95482,45953,20.7,9.0,22.7
8600000US95485,ZCTA5 95485,29708,21.5,5.4,13.5
8600000US95486,ZCTA5 95486,28897,40.7,0.0,40.5
8600000US95488,ZCTA5 95488,56683,21.0,0.0,28.3
8600000US95490,ZCTA5 95490,37692,21.2,5.5,15.6
8600000US95492,ZCTA5 95492,81093,5.6,5.7,29.9
8600000US95493,ZCTA5 95493,88333,25.1,15.5,0.0
8600000US95494,ZCTA5 95494,46319,28.2,7.2,17.6
8600000US95497,ZCTA5 95497,59375,2.3,0.0,70.0
8600000US95501,ZCTA5 95501,38175,21.5,6.9,24.3
8600000US95503,ZCTA5 95503,48681,18.1,6.6,26.8
8600000US95511,ZCTA5 95511,13750,71.0,17.6,0.0
8600000US95514,ZCTA5 95514,22893,75.3,0.0,1.4
8600000US95519,ZCTA5 95519,50051,13.2,5.7,30.7
8600000US95521,ZCTA5 95521,32711,32.4,9.9,45.2
8600000US95524,ZCTA5 95524,69760,17.7,4.9,51.5
8600000US95525,ZCTA5 95525,48142,17.8,5.5,34.5
8600000US95526,ZCTA5 95526,21979,27.4,6.2,18.4
8600000US95527,ZCTA5 95527,34911,19.0,7.9,11.9
8600000US95528,ZCTA5 95528,44554,15.0,2.4,19.4
8600000US95531,ZCTA5 95531,41136,21.5,5.4,17.0
8600000US95536,ZCTA5 95536,50227,8.2,4.5,24.6
8600000US95537,ZCTA5 95537,16537,35.4,0.0,57.5
8600000US95540,ZCTA5 95540,42655,18.3,5.4,16.9
8600000US95542,ZCTA5 95542,35634,16.5,2.0,14.9
8600000US95543,ZCTA5 95543,31964,33.9,0.0,11.1
8600000US95545,ZCTA5 95545,64375,26.3,8.2,23.3
8600000US95546,ZCTA5 95546,26281,38.1,14.1,15.4
8600000US95547,ZCTA5 95547,56081,9.8,4.5,24.4
8600000US95548,ZCTA5 95548,26058,33.0,9.0,12.5
8600000US95549,ZCTA5 95549,56607,5.7,6.3,30.9
8600000US95550,ZCTA5 95550,44333,37.9,0.0,55.0
8600000US95551,ZCTA5 95551,45729,21.0,6.0,22.1
8600000US95552,ZCTA5 95552,34583,19.4,2.6,34.1
8600000US95553,ZCTA5 95553,41393,30.3,2.8,45.5
8600000US95554,ZCTA5 95554,23750,41.2,0.0,26.0
8600000US95555,ZCTA5 95555,33125,25.5,10.3,15.7
8600000US95556,ZCTA5 95556,48839,15.9,11.7,20.4
8600000US95558,ZCTA5 95558,36000,17.8,0.7,43.5
8600000US95559,ZCTA5 95559,22904,25.2,0.0,0.0
8600000US95560,ZCTA5 95560,29913,6.9,3.3,17.9
8600000US95562,ZCTA5 95562,40181,15.5,5.5,10.4
8600000US95563,ZCTA5 95563,40500,14.5,1.4,25.9
8600000US95564,ZCTA5 95564,53056,24.4,2.6,33.2
8600000US95565,ZCTA5 95565,54034,4.9,3.2,8.8
8600000US95567,ZCTA5 95567,36563,22.7,4.7,7.1
8600000US95568,ZCTA5 95568,42500,52.1,6.8,37.5
8600000US95569,ZCTA5 95569,31932,12.1,0.0,8.4
8600000US95570,ZCTA5 95570,50500,16.6,5.3,45.2
8600000US95571,ZCTA5 95571,93393,25.7,0.0,25.0
8600000US95573,ZCTA5 95573,35607,38.0,5.7,25.5
8600000US95585,ZCTA5 95585,26518,24.7,0.0,19.5
8600000US95587,ZCTA5 95587,114542,0.0,0.0,42.1
8600000US95589,ZCTA5 95589,43295,37.7,7.9,15.4
8600000US95595,ZCTA5 95595,35750,4.4,3.3,55.7
8600000US95601,ZCTA5 95601,43036,42.2,20.1,17.4
8600000US95602,ZCTA5 95602,63721,12.0,5.8,27.2
8600000US95603,ZCTA5 95603,56049,11.0,6.5,28.0
8600000US95604,ZCTA5 95604,-,0.0,0.0,75.0
8600000US95605,ZCTA5 95605,38255,31.1,8.7,14.8
8600000US95606,ZCTA5 95606,-,22.9,22.9,0.0
8600000US95607,ZCTA5 95607,69702,14.0,7.0,13.0
8600000US95608,ZCTA5 95608,55256,13.9,9.1,35.6
8600000US95610,ZCTA5 95610,50536,16.6,9.2,19.8
8600000US95612,ZCTA5 95612,53194,15.4,0.8,37.8
8600000US95614,ZCTA5 95614,90903,1.8,2.1,32.4
8600000US95615,ZCTA5 95615,59028,15.1,5.6,15.9
8600000US95616,ZCTA5 95616,45332,31.9,4.6,72.0
8600000US95618,ZCTA5 95618,81471,19.9,4.6,70.0
8600000US95619,ZCTA5 95619,60660,10.6,7.1,18.6
8600000US95620,ZCTA5 95620,66291,13.9,7.1,20.4
8600000US95621,ZCTA5 95621,51827,14.1,8.8,17.7
8600000US95623,ZCTA5 95623,55878,11.5,5.9,19.4
8600000US95624,ZCTA5 95624,80233,10.9,7.4,31.1
8600000US95625,ZCTA5 95625,75163,10.5,0.0,0.0
8600000US95626,ZCTA5 95626,60579,12.5,7.7,10.8
8600000US95627,ZCTA5 95627,57664,12.5,7.2,13.5
8600000US95628,ZCTA5 95628,72739,11.4,7.3,38.5
8600000US95629,ZCTA5 95629,42545,37.2,6.7,27.0
8600000US95630,ZCTA5 95630,100308,4.4,5.0,45.7
8600000US95631,ZCTA5 95631,63901,13.2,6.8,23.8
8600000US95632,ZCTA5 95632,61255,19.8,9.7,16.4
8600000US95633,ZCTA5 95633,70938,5.5,8.1,19.4
8600000US95634,ZCTA5 95634,59844,14.2,8.5,11.6
8600000US95635,ZCTA5 95635,46827,6.7,3.3,30.0
8600000US95636,ZCTA5 95636,56250,4.9,0.0,28.7
8600000US95637,ZCTA5 95637,75750,0.0,11.6,36.7
8600000US95638,ZCTA5 95638,91518,4.1,3.0,16.3
8600000US95639,ZCTA5 95639,75556,2.9,7.5,3.3
8600000US95640,ZCTA5 95640,56696,14.7,5.3,14.3
8600000US95641,ZCTA5 95641,38750,14.9,9.0,9.4
8600000US95642,ZCTA5 95642,43981,12.4,10.8,20.7
8600000US95645,ZCTA5 95645,42576,24.4,9.4,6.5
8600000US95646,ZCTA5 95646,39375,60.2,0.0,51.9
8600000US95648,ZCTA5 95648,70820,9.7,5.2,32.4
8600000US95650,ZCTA5 95650,84133,2.7,4.8,38.7
8600000US95651,ZCTA5 95651,65114,4.6,0.7,25.5
8600000US95652,ZCTA5 95652,46667,44.7,11.8,20.5
8600000US95653,ZCTA5 95653,55000,3.2,17.2,7.5
8600000US95655,ZCTA5 95655,87738,14.8,12.5,36.2
8600000US95658,ZCTA5 95658,63604,10.9,5.9,33.4
8600000US95659,ZCTA5 95659,54444,5.3,5.0,25.1
8600000US95660,ZCTA5 95660,41615,23.5,6.7,10.0
8600000US95661,ZCTA5 95661,72459,8.9,4.8,38.4
8600000US95662,ZCTA5 95662,65122,8.7,7.7,26.5
8600000US95663,ZCTA5 95663,124375,9.9,1.9,37.2
8600000US95664,ZCTA5 95664,79327,12.2,8.3,24.7
8600000US95665,ZCTA5 95665,48940,17.9,8.1,19.6
8600000US95666,ZCTA5 95666,53281,10.9,7.3,26.0
8600000US95667,ZCTA5 95667,55710,13.2,8.6,26.3
8600000US95668,ZCTA5 95668,65938,8.9,4.6,16.8
8600000US95669,ZCTA5 95669,64479,8.2,7.9,20.9
8600000US95670,ZCTA5 95670,55656,16.9,8.4,29.7
8600000US95672,ZCTA5 95672,92464,4.0,5.2,46.8
8600000US95673,ZCTA5 95673,50854,18.0,7.2,13.5
8600000US95674,ZCTA5 95674,74583,14.4,7.1,18.6
8600000US95675,ZCTA5 95675,48285,0.0,33.9,42.4
8600000US95677,ZCTA5 95677,69583,8.9,7.0,29.6
8600000US95678,ZCTA5 95678,62969,11.1,6.9,29.1
8600000US95679,ZCTA5 95679,14073,0.0,0.0,35.4
8600000US95680,ZCTA5 95680,-,38.8,0.0,0.0
8600000US95681,ZCTA5 95681,44464,28.1,8.1,12.1
8600000US95682,ZCTA5 95682,77416,10.0,6.4,31.9
8600000US95683,ZCTA5 95683,100139,3.8,3.2,43.7
8600000US95684,ZCTA5 95684,52292,15.8,12.1,21.1
8600000US95685,ZCTA5 95685,60648,8.8,4.4,25.8
8600000US95686,ZCTA5 95686,31438,30.5,10.3,13.4
8600000US95687,ZCTA5 95687,73684,8.4,5.7,21.3
8600000US95688,ZCTA5 95688,81860,10.6,7.3,26.2
8600000US95689,ZCTA5 95689,56875,2.0,6.8,18.4
8600000US95690,ZCTA5 95690,56101,9.1,13.5,25.3
8600000US95691,ZCTA5 95691,65769,16.4,6.7,28.9
8600000US95692,ZCTA5 95692,62043,14.7,12.6,15.4
8600000US95693,ZCTA5 95693,79121,13.6,6.2,25.1
8600000US95694,ZCTA5 95694,58517,8.1,5.7,26.5
8600000US95695,ZCTA5 95695,52274,15.3,6.4,21.4
8600000US95697,ZCTA5 95697,75714,4.3,9.6,8.6
8600000US95698,ZCTA5 95698,45769,0.0,0.0,17.4
8600000US95699,ZCTA5 95699,77188,0.0,0.0,14.7
8600000US95701,ZCTA5 95701,52841,16.6,4.7,27.3
8600000US95703,ZCTA5 95703,69750,7.2,6.7,23.6
8600000US95709,ZCTA5 95709,70417,6.7,7.4,24.8
8600000US95713,ZCTA5 95713,60720,12.8,6.8,22.3
8600000US95714,ZCTA5 95714,54327,1.4,4.9,47.3
8600000US95715,ZCTA5 95715,32361,18.8,0.0,9.0
8600000US95717,ZCTA5 95717,39167,12.6,19.4,10.5
8600000US95720,ZCTA5 95720,56667,13.3,0.0,22.8
8600000US95721,ZCTA5 95721,-,0.0,0.0,100.0
8600000US95722,ZCTA5 95722,76389,2.0,2.8,37.7
8600000US95724,ZCTA5 95724,-,-,-,-
8600000US95726,ZCTA5 95726,55996,13.3,6.2,23.3
8600000US95728,ZCTA5 95728,38690,0.0,3.6,51.7
8600000US95735,ZCTA5 95735,34063,73.3,8.7,61.1
8600000US95736,ZCTA5 95736,43355,14.9,0.0,97.0
8600000US95742,ZCTA5 95742,104167,6.2,7.1,47.7
8600000US95746,ZCTA5 95746,118919,3.5,5.5,52.9
8600000US95747,ZCTA5 95747,92678,6.7,5.0,40.7
8600000US95757,ZCTA5 95757,87782,7.5,5.9,37.7
8600000US95758,ZCTA5 95758,70003,13.0,7.7,34.4
8600000US95762,ZCTA5 95762,117700,5.3,4.6,52.2
8600000US95765,ZCTA5 95765,87100,7.8,6.0,46.2
8600000US95776,ZCTA5 95776,63750,11.1,5.8,28.0
8600000US95811,ZCTA5 95811,37672,31.5,9.4,36.3
8600000US95814,ZCTA5 95814,33373,33.3,4.6,34.0
8600000US95815,ZCTA5 95815,29721,39.3,14.2,12.8
8600000US95816,ZCTA5 95816,53002,13.0,6.1,49.9
8600000US95817,ZCTA5 95817,34845,33.9,9.4,30.3
8600000US95818,ZCTA5 95818,58272,20.5,5.7,52.7
8600000US95819,ZCTA5 95819,87156,6.8,6.5,61.6
8600000US95820,ZCTA5 95820,40730,27.0,9.6,18.1
8600000US95821,ZCTA5 95821,38777,26.8,10.6,26.1
8600000US95822,ZCTA5 95822,44392,23.5,8.6,22.3
8600000US95823,ZCTA5 95823,36731,30.4,10.4,12.7
8600000US95824,ZCTA5 95824,28447,36.9,11.0,6.5
8600000US95825,ZCTA5 95825,37382,27.9,9.9,32.5
8600000US95826,ZCTA5 95826,53648,20.2,8.7,31.7
8600000US95827,ZCTA5 95827,50528,16.2,9.0,23.3
8600000US95828,ZCTA5 95828,45439,22.0,9.5,12.9
8600000US95829,ZCTA5 95829,74530,13.7,7.3,28.7
8600000US95830,ZCTA5 95830,56250,13.5,4.5,33.6
8600000US95831,ZCTA5 95831,68679,7.6,6.2,42.0
8600000US95832,ZCTA5 95832,42228,29.1,11.6,10.3
8600000US95833,ZCTA5 95833,55827,19.8,11.3,26.7
8600000US95834,ZCTA5 95834,56651,20.6,8.6,30.3
8600000US95835,ZCTA5 95835,80449,7.4,6.9,40.2
8600000US95837,ZCTA5 95837,110236,5.2,2.3,64.9
8600000US95838,ZCTA5 95838,39481,30.8,9.6,10.0
8600000US95841,ZCTA5 95841,38464,28.2,7.8,16.4
8600000US95842,ZCTA5 95842,44542,25.7,9.0,14.5
8600000US95843,ZCTA5 95843,64773,12.2,6.4,21.0
8600000US95864,ZCTA5 95864,83467,7.4,5.0,55.3
8600000US95901,ZCTA5 95901,42319,25.7,9.1,12.5
8600000US95903,ZCTA5 95903,33173,11.2,3.3,26.9
8600000US95910,ZCTA5 95910,37663,64.3,0.0,53.0
8600000US95912,ZCTA5 95912,50764,16.1,4.2,15.3
8600000US95914,ZCTA5 95914,25200,34.8,4.3,15.2
8600000US95915,ZCTA5 95915,10481,100.0,0.0,0.0
8600000US95916,ZCTA5 95916,38636,13.2,8.7,10.4
8600000US95917,ZCTA5 95917,44500,19.5,13.5,8.3
8600000US95918,ZCTA5 95918,77583,16.3,7.0,25.7
8600000US95919,ZCTA5 95919,45871,28.7,5.3,15.5
8600000US95920,ZCTA5 95920,71063,6.0,0.0,7.5
8600000US95922,ZCTA5 95922,24722,25.7,5.6,18.7
8600000US95923,ZCTA5 95923,-,0.0,58.3,58.3
8600000US95925,ZCTA5 95925,-,38.6,0.0,43.4
8600000US95926,ZCTA5 95926,37296,28.7,6.9,37.5
8600000US95928,ZCTA5 95928,45906,24.8,7.0,38.0
8600000US95930,ZCTA5 95930,-,0.0,0.0,0.0
8600000US95932,ZCTA5 95932,46453,15.4,9.7,18.5
8600000US95934,ZCTA5 95934,31892,7.3,1.8,6.5
8600000US95935,ZCTA5 95935,37461,26.4,2.4,13.0
8600000US95936,ZCTA5 95936,53214,4.5,0.0,27.9
8600000US95937,ZCTA5 95937,56394,21.6,13.5,14.0
8600000US95938,ZCTA5 95938,60750,12.2,5.5,30.3
8600000US95939,ZCTA5 95939,29063,38.4,9.9,14.7
8600000US95941,ZCTA5 95941,63529,0.0,3.9,3.4
8600000US95942,ZCTA5 95942,41888,13.0,7.1,27.9
8600000US95943,ZCTA5 95943,51908,8.4,11.4,21.0
8600000US95944,ZCTA5 95944,-,0.0,0.0,0.0
8600000US95945,ZCTA5 95945,42778,20.2,5.3,27.1
8600000US95946,ZCTA5 95946,62180,12.8,6.9,35.5
8600000US95947,ZCTA5 95947,34500,14.6,4.0,15.7
8600000US95948,ZCTA5 95948,44423,18.6,12.2,15.1
8600000US95949,ZCTA5 95949,60459,6.7,5.9,27.8
8600000US95950,ZCTA5 95950,42273,16.7,5.7,12.2
8600000US95951,ZCTA5 95951,37500,22.9,7.2,6.2
8600000US95953,ZCTA5 95953,46392,18.9,7.2,10.6
8600000US95954,ZCTA5 95954,40545,17.0,9.2,17.5
8600000US95955,ZCTA5 95955,47031,10.7,10.8,13.1
8600000US95956,ZCTA5 95956,56923,26.0,20.6,30.0
8600000US95957,ZCTA5 95957,58438,16.0,4.3,15.7
8600000US95959,ZCTA5 95959,58913,12.5,6.8,40.2
8600000US95960,ZCTA5 95960,29250,39.5,5.9,8.3
8600000US95961,ZCTA5 95961,46441,19.9,11.2,11.7
8600000US95962,ZCTA5 95962,59832,9.3,1.2,51.7
8600000US95963,ZCTA5 95963,39485,21.3,8.0,15.6
8600000US95965,ZCTA5 95965,35220,28.4,8.3,13.1
8600000US95966,ZCTA5 95966,40775,21.4,7.0,11.5
8600000US95968,ZCTA5 95968,33100,30.9,11.4,2.9
8600000US95969,ZCTA5 95969,41982,17.5,6.1,23.8
8600000US95970,ZCTA5 95970,57639,9.8,7.3,19.5
8600000US95971,ZCTA5 95971,51869,20.2,8.2,22.0
8600000US95973,ZCTA5 95973,56541,13.9,6.1,31.2
8600000US95974,ZCTA5 95974,-,-,-,-
8600000US95975,ZCTA5 95975,57969,8.9,1.8,19.8
8600000US95977,ZCTA5 95977,48500,7.3,1.2,25.9
8600000US95978,ZCTA5 95978,-,-,-,-
8600000US95979,ZCTA5 95979,47500,11.3,1.6,9.6
8600000US95981,ZCTA5 95981,-,100.0,88.2,0.0
8600000US95982,ZCTA5 95982,63816,8.6,7.4,18.6
8600000US95983,ZCTA5 95983,26250,30.7,4.3,24.5
8600000US95984,ZCTA5 95984,-,-,-,-
8600000US95986,ZCTA5 95986,-,100.0,0.0,0.0
8600000US95987,ZCTA5 95987,55355,13.4,8.4,7.9
8600000US95988,ZCTA5 95988,48443,16.4,7.2,19.1
8600000US95991,ZCTA5 95991,43165,21.6,9.6,15.7
8600000US95993,ZCTA5 95993,64034,11.9,7.8,23.9
8600000US96001,ZCTA5 96001,46422,16.9,6.6,26.6
8600000US96002,ZCTA5 96002,43657,17.6,6.8,19.5
8600000US96003,ZCTA5 96003,46497,18.0,6.0,21.3
8600000US96006,ZCTA5 96006,65625,2.5,0.0,3.2
8600000US96007,ZCTA5 96007,38907,20.4,6.9,9.3
8600000US96008,ZCTA5 96008,53419,11.2,2.6,14.5
8600000US96009,ZCTA5 96009,56563,14.9,5.7,17.8
8600000US96010,ZCTA5 96010,32500,20.9,3.6,2.0
8600000US96011,ZCTA5 96011,18750,27.1,6.6,13.4
8600000US96013,ZCTA5 96013,38089,20.6,7.5,9.5
8600000US96014,ZCTA5 96014,57917,0.0,0.0,17.1
8600000US96015,ZCTA5 96015,24205,33.7,12.9,16.4
8600000US96016,ZCTA5 96016,49732,15.4,2.0,6.6
8600000US96017,ZCTA5 96017,38438,45.3,4.6,24.8
8600000US96019,ZCTA5 96019,40455,19.6,7.0,11.5
8600000US96020,ZCTA5 96020,42433,11.3,5.2,17.2
8600000US96021,ZCTA5 96021,39756,24.0,8.6,10.5
8600000US96022,ZCTA5 96022,52154,16.6,8.4,12.8
8600000US96023,ZCTA5 96023,30710,24.5,11.7,9.7
8600000US96024,ZCTA5 96024,44583,20.8,7.1,28.7
8600000US96025,ZCTA5 96025,32721,24.2,10.0,21.1
8600000US96027,ZCTA5 96027,43430,17.3,5.7,27.5
8600000US96028,ZCTA5 96028,40781,12.3,2.9,16.0
8600000US96029,ZCTA5 96029,54688,35.8,12.6,17.6
8600000US96031,ZCTA5 96031,23542,45.5,2.9,33.3
8600000US96032,ZCTA5 96032,47625,16.8,6.2,27.3
8600000US96033,ZCTA5 96033,29306,28.4,6.1,11.9
8600000US96034,ZCTA5 96034,30500,25.6,18.9,9.4
8600000US96035,ZCTA5 96035,44028,16.0,11.2,9.8
8600000US96037,ZCTA5 96037,14688,52.3,21.8,27.7
8600000US96038,ZCTA5 96038,38889,19.8,10.9,9.2
8600000US96039,ZCTA5 96039,28750,27.2,5.7,18.8
8600000US96040,ZCTA5 96040,36429,21.9,6.8,7.4
8600000US96041,ZCTA5 96041,26827,24.7,8.3,24.3
8600000US96044,ZCTA5 96044,37727,15.2,7.7,14.5
8600000US96046,ZCTA5 96046,29952,6.7,3.9,0.0
8600000US96047,ZCTA5 96047,25662,33.8,13.4,14.8
8600000US96048,ZCTA5 96048,34191,13.3,11.1,22.0
8600000US96049,ZCTA5 96049,12404,84.4,36.5,0.0
8600000US96050,ZCTA5 96050,34464,24.5,1.7,18.9
8600000US96051,ZCTA5 96051,45268,30.4,8.2,18.0
8600000US96052,ZCTA5 96052,32634,28.4,7.9,11.5
8600000US96054,ZCTA5 96054,21875,35.4,2.7,12.1
8600000US96055,ZCTA5 96055,40747,19.2,8.4,16.9
8600000US96056,ZCTA5 96056,44348,5.0,6.0,16.0
8600000US96057,ZCTA5 96057,38500,19.1,4.2,22.7
8600000US96058,ZCTA5 96058,31058,23.1,4.9,24.0
8600000US96059,ZCTA5 96059,36447,10.0,1.5,12.5
8600000US96061,ZCTA5 96061,78750,0.0,0.0,5.3
8600000US96062,ZCTA5 96062,61488,7.8,6.1,24.8
8600000US96063,ZCTA5 96063,52500,9.5,2.1,45.0
8600000US96064,ZCTA5 96064,42627,19.3,8.0,15.0
8600000US96065,ZCTA5 96065,36875,8.9,1.2,13.2
8600000US96067,ZCTA5 96067,46318,15.1,4.4,41.2
8600000US96068,ZCTA5 96068,38750,28.3,0.0,18.9
8600000US96069,ZCTA5 96069,36310,20.3,8.3,19.1
8600000US96071,ZCTA5 96071,36875,13.0,24.2,0.0
8600000US96073,ZCTA5 96073,81328,9.0,6.1,32.3
8600000US96074,ZCTA5 96074,31250,2.7,2.7,0.6
8600000US96075,ZCTA5 96075,20972,19.6,3.3,13.9
8600000US96076,ZCTA5 96076,41042,17.0,16.9,19.5
8600000US96080,ZCTA5 96080,39288,18.9,9.3,15.4
8600000US96084,ZCTA5 96084,42619,14.3,3.8,18.6
8600000US96085,ZCTA5 96085,64219,30.0,2.0,48.9
8600000US96086,ZCTA5 96086,21838,36.7,13.2,24.9
8600000US96087,ZCTA5 96087,27727,8.0,0.0,35.4
8600000US96088,ZCTA5 96088,47440,13.7,4.2,21.7
8600000US96090,ZCTA5 96090,47679,10.1,13.6,21.3
8600000US96091,ZCTA5 96091,31917,20.8,6.1,20.1
8600000US96092,ZCTA5 96092,39013,6.1,0.0,28.5
8600000US96093,ZCTA5 96093,44554,13.0,3.4,23.5
8600000US96094,ZCTA5 96094,41772,21.0,7.8,24.9
8600000US96096,ZCTA5 96096,58889,21.7,7.9,20.9
8600000US96097,ZCTA5 96097,28953,31.8,8.4,18.1
8600000US96101,ZCTA5 96101,41016,21.6,5.7,18.2
8600000US96103,ZCTA5 96103,60268,6.9,12.4,34.1
8600000US96104,ZCTA5 96104,29048,10.5,6.1,29.1
8600000US96105,ZCTA5 96105,43971,4.2,15.5,10.9
8600000US96106,ZCTA5 96106,80313,12.4,7.6,53.3
8600000US96107,ZCTA5 96107,52279,1.7,3.6,23.8
8600000US96108,ZCTA5 96108,-,57.1,0.0,0.0
8600000US96109,ZCTA5 96109,29659,17.1,1.0,4.8
8600000US96110,ZCTA5 96110,26771,11.6,10.2,8.3
8600000US96111,ZCTA5 96111,34688,0.0,0.0,24.6
8600000US96112,ZCTA5 96112,26250,15.7,8.3,25.2
8600000US96113,ZCTA5 96113,47644,7.3,3.6,6.4
8600000US96114,ZCTA5 96114,69688,8.6,6.9,18.1
8600000US96115,ZCTA5 96115,31250,20.8,1.0,24.2
8600000US96116,ZCTA5 96116,24625,17.3,9.3,5.3
8600000US96117,ZCTA5 96117,49063,9.0,3.8,15.2
8600000US96118,ZCTA5 96118,44250,7.3,2.3,11.2
8600000US96119,ZCTA5 96119,43750,5.6,0.0,0.0
8600000US96120,ZCTA5 96120,61157,11.6,3.5,29.8
8600000US96121,ZCTA5 96121,87596,9.2,2.2,22.7
8600000US96122,ZCTA5 96122,34945,18.1,12.0,18.5
8600000US96123,ZCTA5 96123,33333,0.0,29.2,0.0
8600000US96124,ZCTA5 96124,41522,9.1,0.0,10.7
8600000US96125,ZCTA5 96125,109545,29.8,7.2,41.1
8600000US96126,ZCTA5 96126,32500,74.4,2.4,40.5
8600000US96128,ZCTA5 96128,70781,7.9,8.3,10.8
8600000US96129,ZCTA5 96129,-,0.0,0.0,0.0
8600000US96130,ZCTA5 96130,54527,20.6,4.5,12.5
8600000US96132,ZCTA5 96132,42500,17.5,3.0,10.6
8600000US96133,ZCTA5 96133,28261,24.4,0.0,20.4
8600000US96134,ZCTA5 96134,37235,21.9,10.5,22.2
8600000US96135,ZCTA5 96135,-,-,-,-
8600000US96136,ZCTA5 96136,135076,5.9,0.0,7.6
8600000US96137,ZCTA5 96137,48950,13.9,12.3,28.5
8600000US96140,ZCTA5 96140,72204,10.1,1.6,45.2
