Geography,Name,Median Household Income,Poverty Rate (%),Unemployment Rate (%),Bachelor's Degree or Higher (%)
8600000US31050,ZCTA5 31050,49145,18.2,6.6,6.2
8600000US31051,ZCTA5 31051,20714,41.0,7.9,7.4
8600000US31052,ZCTA5 31052,62524,9.5,5.2,20.0
8600000US31054,ZCTA5 31054,32679,30.4,3.1,6.0
8600000US31055,ZCTA5 31055,28959,27.7,0.6,13.1
8600000US31057,ZCTA5 31057,32167,28.3,9.4,16.4
8600000US31058,ZCTA5 31058,30967,30.4,14.6,13.5
8600000US31060,ZCTA5 31060,35769,25.4,3.0,13.3
8600000US31061,ZCTA5 31061,32223,32.1,4.8,19.0
8600000US31062,ZCTA5 31062,-,90.1,0.0,6.9
8600000US31063,ZCTA5 31063,27254,32.3,9.3,6.8
8600000US31064,ZCTA5 31064,41166,23.2,7.7,14.6
8600000US31065,ZCTA5 31065,29327,23.2,6.9,5.5
8600000US31066,ZCTA5 31066,62772,9.2,5.0,21.2
8600000US31067,ZCTA5 31067,41250,10.6,2.7,8.2
8600000US31068,ZCTA5 31068,32560,31.0,8.2,7.8
8600000US31069,ZCTA5 31069,53085,14.6,7.0,20.7
8600000US31070,ZCTA5 31070,26364,33.8,5.1,14.4
8600000US31071,ZCTA5 31071,31250,28.3,6.0,7.1
8600000US31072,ZCTA5 31072,40365,25.0,9.3,13.6
8600000US31075,ZCTA5 31075,42539,21.8,2.6,13.1
8600000US31076,ZCTA5 31076,31167,22.2,6.9,11.6
8600000US31077,ZCTA5 31077,34615,17.0,2.5,12.1
8600000US31078,ZCTA5 31078,45278,22.2,4.7,10.7
8600000US31079,ZCTA5 31079,33864,20.3,1.5,8.7
8600000US31081,ZCTA5 31081,25877,10.6,3.4,26.6
8600000US31082,ZCTA5 31082,30436,30.5,6.6,14.5
8600000US31083,ZCTA5 31083,41667,10.3,0.0,3.6
8600000US31084,ZCTA5 31084,"2,500-",94.8,3.1,0.0
8600000US31085,ZCTA5 31085,39650,20.5,9.5,15.8
8600000US31087,ZCTA5 31087,24514,31.9,6.5,10.5
8600000US31088,ZCTA5 31088,58539,13.8,5.4,27.7
8600000US31089,ZCTA5 31089,32578,28.4,8.0,11.1
8600000US31090,ZCTA5 31090,31481,20.7,4.4,4.8
8600000US31091,ZCTA5 31091,24635,25.1,4.9,5.3
8600000US31092,ZCTA5 31092,29059,27.1,3.2,10.7
8600000US31093,ZCTA5 31093,33984,31.4,9.3,13.5
8600000US31094,ZCTA5 31094,39087,10.1,9.1,13.4
8600000US31096,ZCTA5 31096,36156,23.4,4.9,8.9
8600000US31097,ZCTA5 31097,58077,11.4,3.7,10.7
8600000US31098,ZCTA5 31098,53714,17.7,9.3,28.3
8600000US31201,ZCTA5 31201,16844,48.8,5.9,17.7
8600000US31204,ZCTA5 31204,26599,33.7,8.8,20.3
8600000US31206,ZCTA5 31206,22318,44.3,11.3,7.2
8600000US31207,ZCTA5 31207,-,0.0,0.6,100.0
8600000US31210,ZCTA5 31210,60140,9.9,3.3,47.6
8600000US31211,ZCTA5 31211,38579,25.0,7.1,21.3
8600000US31213,ZCTA5 31213,-,-,-,-
8600000US31216,ZCTA5 31216,60207,12.3,5.3,19.0
8600000US31217,ZCTA5 31217,32892,31.2,8.5,7.6
8600000US31220,ZCTA5 31220,55192,7.2,4.2,30.5
8600000US31301,ZCTA5 31301,40806,26.5,10.0,17.0
8600000US31302,ZCTA5 31302,60395,9.4,4.8,15.3
8600000US31303,ZCTA5 31303,39922,16.4,4.2,14.4
8600000US31304,ZCTA5 31304,-,-,-,-
8600000US31305,ZCTA5 31305,41017,25.8,6.3,8.6
8600000US31307,ZCTA5 31307,37148,5.1,1.1,6.2
8600000US31308,ZCTA5 31308,45370,16.1,6.9,12.7
8600000US31309,ZCTA5 31309,44056,19.1,2.1,13.4
8600000US31312,ZCTA5 31312,69682,10.7,4.2,14.7
8600000US31313,ZCTA5 31313,45408,17.1,8.2,20.2
8600000US31314,ZCTA5 31314,-,-,0.0,20.2
8600000US31315,ZCTA5 31315,35208,25.0,10.7,19.7
8600000US31316,ZCTA5 31316,50092,17.6,9.7,13.7
8600000US31318,ZCTA5 31318,112527,0.0,0.0,8.0
8600000US31320,ZCTA5 31320,50435,13.4,4.4,20.3
8600000US31321,ZCTA5 31321,47917,20.9,7.5,14.8
8600000US31322,ZCTA5 31322,65958,10.7,4.1,38.8
8600000US31323,ZCTA5 31323,44342,15.0,5.4,12.4
8600000US31324,ZCTA5 31324,79520,7.5,4.6,41.3
8600000US31326,ZCTA5 31326,68539,9.2,5.3,24.4
8600000US31327,ZCTA5 31327,-,-,-,-
8600000US31328,ZCTA5 31328,55208,13.4,4.6,38.9
8600000US31329,ZCTA5 31329,50844,14.4,3.9,15.9
8600000US31331,ZCTA5 31331,47072,8.8,5.0,21.2
8600000US31401,ZCTA5 31401,25313,42.8,6.5,37.8
8600000US31404,ZCTA5 31404,31712,26.6,8.9,19.1
8600000US31405,ZCTA5 31405,44098,20.5,6.4,33.3
8600000US31406,ZCTA5 31406,44454,20.0,7.1,29.5
8600000US31407,ZCTA5 31407,66766,11.5,3.9,45.4
8600000US31408,ZCTA5 31408,30740,26.2,3.8,10.3
8600000US31409,ZCTA5 31409,-,-,0.0,34.9
8600000US31410,ZCTA5 31410,69223,7.5,3.2,46.3
8600000US31411,ZCTA5 31411,109614,2.5,0.5,71.1
8600000US31415,ZCTA5 31415,24471,37.3,7.2,10.7
8600000US31419,ZCTA5 31419,49746,15.4,6.0,29.0
8600000US31501,ZCTA5 31501,32240,31.5,4.6,16.3
8600000US31503,ZCTA5 31503,36759,21.3,3.9,10.2
8600000US31510,ZCTA5 31510,38563,21.0,2.6,11.6
8600000US31512,ZCTA5 31512,44110,18.5,3.4,15.1
8600000US31513,ZCTA5 31513,38535,22.4,4.6,13.8
8600000US31516,ZCTA5 31516,40588,20.1,5.4,13.1
8600000US31518,ZCTA5 31518,38029,7.5,0.8,6.6
8600000US31519,ZCTA5 31519,32469,16.2,5.3,12.9
8600000US31520,ZCTA5 31520,27670,34.0,9.8,13.1
8600000US31522,ZCTA5 31522,69069,5.6,4.3,57.0
8600000US31523,ZCTA5 31523,62401,12.2,6.5,25.0
8600000US31524,ZCTA5 31524,-,-,-,-
8600000US31525,ZCTA5 31525,44338,19.7,7.1,16.9
8600000US31527,ZCTA5 31527,62244,6.3,0.0,42.5
8600000US31532,ZCTA5 31532,31900,33.3,2.0,8.4
8600000US31533,ZCTA5 31533,32216,29.5,4.4,13.9
8600000US31535,ZCTA5 31535,40336,25.7,8.7,13.7
8600000US31537,ZCTA5 31537,44132,16.3,7.4,12.5
8600000US31539,ZCTA5 31539,36647,24.3,5.9,8.7
8600000US31542,ZCTA5 31542,30446,26.1,1.3,15.0
8600000US31543,ZCTA5 31543,47628,19.3,10.5,5.5
8600000US31544,ZCTA5 31544,26375,31.0,2.5,3.6
8600000US31545,ZCTA5 31545,36438,21.0,7.7,11.9
8600000US31546,ZCTA5 31546,38521,27.3,4.0,11.6
8600000US31547,ZCTA5 31547,45938,33.0,0.2,34.2
8600000US31548,ZCTA5 31548,56404,11.1,5.4,18.6
8600000US31549,ZCTA5 31549,20972,27.7,1.3,5.3
8600000US31550,ZCTA5 31550,36293,27.8,3.3,11.8
8600000US31551,ZCTA5 31551,47694,25.5,6.0,13.7
8600000US31552,ZCTA5 31552,41350,24.1,2.7,6.1
8600000US31553,ZCTA5 31553,32204,21.6,6.8,6.9
8600000US31554,ZCTA5 31554,34967,23.4,4.2,6.9
8600000US31555,ZCTA5 31555,44018,22.4,3.1,15.3
8600000US31556,ZCTA5 31556,18750,48.0,0.0,0.0
8600000US31557,ZCTA5 31557,40161,19.4,4.9,11.2
8600000US31558,ZCTA5 31558,51025,15.1,6.4,24.0
8600000US31560,ZCTA5 31560,38229,18.5,6.6,12.2
8600000US31561,ZCTA5 31561,25625,68.0,0.0,63.4
8600000US31562,ZCTA5 31562,29583,25.7,11.5,3.9
8600000US31563,ZCTA5 31563,41513,21.9,4.1,6.3
8600000US31565,ZCTA5 31565,49178,12.0,13.5,29.2
8600000US31566,ZCTA5 31566,41228,22.5,6.4,6.0
8600000US31567,ZCTA5 31567,28250,28.5,1.3,8.8
8600000US31568,ZCTA5 31568,40714,12.3,9.9,6.7
8600000US31569,ZCTA5 31569,52885,13.3,5.5,19.8
8600000US31601,ZCTA5 31601,24629,42.5,12.2,10.8
8600000US31602,ZCTA5 31602,36958,22.3,6.7,27.5
8600000US31605,ZCTA5 31605,50533,15.0,6.5,33.7
8600000US31606,ZCTA5 31606,41514,15.1,5.8,14.2
8600000US31620,ZCTA5 31620,37078,23.8,5.2,14.9
8600000US31622,ZCTA5 31622,35833,17.7,3.8,8.3
8600000US31623,ZCTA5 31623,51250,46.7,9.1,2.8
8600000US31624,ZCTA5 31624,39650,21.7,5.5,7.3
8600000US31625,ZCTA5 31625,21280,35.5,13.8,4.9
8600000US31626,ZCTA5 31626,37353,22.6,5.1,14.8
8600000US31627,ZCTA5 31627,33750,27.2,6.6,2.6
8600000US31629,ZCTA5 31629,30347,36.5,4.8,12.8
8600000US31630,ZCTA5 31630,14323,49.5,17.1,14.5
8600000US31631,ZCTA5 31631,36591,17.7,1.5,9.6
8600000US31632,ZCTA5 31632,53812,10.6,3.2,25.3
8600000US31634,ZCTA5 31634,30625,33.2,3.8,15.2
8600000US31635,ZCTA5 31635,29661,30.6,6.8,13.9
8600000US31636,ZCTA5 31636,46887,15.7,4.7,17.0
8600000US31637,ZCTA5 31637,32218,24.0,7.6,9.5
8600000US31638,ZCTA5 31638,24969,36.5,5.4,11.8
8600000US31639,ZCTA5 31639,30940,25.7,9.9,13.7
8600000US31641,ZCTA5 31641,45571,23.4,11.9,13.5
8600000US31642,ZCTA5 31642,26859,31.4,6.3,7.2
8600000US31643,ZCTA5 31643,31722,28.8,11.9,12.7
8600000US31645,ZCTA5 31645,34148,31.0,4.1,13.7
8600000US31647,ZCTA5 31647,33564,27.8,6.7,13.7
8600000US31648,ZCTA5 31648,24524,52.6,8.7,3.5
8600000US31649,ZCTA5 31649,40813,23.0,2.8,15.3
8600000US31650,ZCTA5 31650,24745,29.0,3.6,7.5
8600000US31698,ZCTA5 31698,-,-,10.6,0.0
8600000US31699,ZCTA5 31699,-,-,0.0,16.4
8600000US31701,ZCTA5 31701,20255,46.9,11.6,10.5
8600000US31705,ZCTA5 31705,27266,38.1,12.8,8.8
8600000US31707,ZCTA5 31707,34257,25.5,8.7,20.8
8600000US31709,ZCTA5 31709,35090,34.2,8.2,25.9
8600000US31711,ZCTA5 31711,32845,32.7,12.6,10.5
8600000US31712,ZCTA5 31712,47566,18.4,16.5,15.2
8600000US31714,ZCTA5 31714,27188,27.8,6.8,8.0
8600000US31716,ZCTA5 31716,31500,30.6,8.4,7.7
8600000US31719,ZCTA5 31719,32358,29.4,9.5,14.5
8600000US31720,ZCTA5 31720,25329,42.6,9.5,12.9
8600000US31721,ZCTA5 31721,60094,12.0,6.8,34.0
8600000US31722,ZCTA5 31722,21458,20.7,2.8,8.7
8600000US31730,ZCTA5 31730,31393,30.7,6.9,15.4
8600000US31733,ZCTA5 31733,46813,15.5,2.1,15.0
8600000US31735,ZCTA5 31735,45165,29.8,2.8,17.7
8600000US31738,ZCTA5 31738,40324,19.5,2.5,14.0
8600000US31743,ZCTA5 31743,30777,14.6,0.0,13.4
8600000US31744,ZCTA5 31744,35590,25.1,8.5,16.7
8600000US31747,ZCTA5 31747,19688,40.2,0.9,7.0
8600000US31749,ZCTA5 31749,35441,28.5,6.5,8.3
8600000US31750,ZCTA5 31750,32218,34.5,6.0,11.8
8600000US31756,ZCTA5 31756,33500,13.3,2.7,13.6
8600000US31757,ZCTA5 31757,44346,20.7,5.4,16.1
8600000US31763,ZCTA5 31763,59925,12.4,4.6,21.7
8600000US31764,ZCTA5 31764,37250,21.1,5.7,14.0
8600000US31765,ZCTA5 31765,30524,26.7,5.9,9.4
8600000US31768,ZCTA5 31768,30821,31.4,4.9,12.2
8600000US31771,ZCTA5 31771,34138,22.9,7.3,10.9
8600000US31772,ZCTA5 31772,34453,28.7,4.4,11.1
8600000US31773,ZCTA5 31773,40735,24.1,2.9,7.1
8600000US31774,ZCTA5 31774,29957,26.0,5.7,7.8
8600000US31775,ZCTA5 31775,23245,38.7,5.1,4.1
8600000US31778,ZCTA5 31778,36511,17.1,5.1,8.2
8600000US31779,ZCTA5 31779,28435,30.7,3.9,8.1
8600000US31780,ZCTA5 31780,28036,29.8,2.1,8.4
8600000US31781,ZCTA5 31781,39509,28.0,5.4,7.4
8600000US31783,ZCTA5 31783,36445,19.6,3.7,11.7
8600000US31784,ZCTA5 31784,35729,24.9,4.3,9.3
8600000US31787,ZCTA5 31787,30761,29.0,11.6,14.2
8600000US31788,ZCTA5 31788,34577,26.7,5.4,14.9
8600000US31789,ZCTA5 31789,33472,9.7,4.8,8.7
8600000US31790,ZCTA5 31790,41417,12.7,6.0,13.5
8600000US31791,ZCTA5 31791,39552,18.9,6.9,9.0
8600000US31792,ZCTA5 31792,33628,28.2,7.4,22.5
8600000US31793,ZCTA5 31793,51343,14.7,3.4,26.2
8600000US31794,ZCTA5 31794,31296,32.3,5.1,14.6
8600000US31795,ZCTA5 31795,47313,22.9,5.8,6.6
8600000US31796,ZCTA5 31796,30000,14.6,2.9,8.9
8600000US31798,ZCTA5 31798,51399,14.7,3.0,25.0
8600000US31801,ZCTA5 31801,35455,13.0,5.9,12.1
8600000US31803,ZCTA5 31803,36362,21.0,7.6,13.9
8600000US31804,ZCTA5 31804,90847,2.4,3.7,26.3
8600000US31805,ZCTA5 31805,34048,20.6,11.1,11.7
8600000US31806,ZCTA5 31806,38835,22.4,5.3,14.7
8600000US31807,ZCTA5 31807,76447,5.0,6.7,36.2
8600000US31808,ZCTA5 31808,85543,7.0,3.3,37.3
8600000US31810,ZCTA5 31810,20313,32.8,1.6,7.6
8600000US31811,ZCTA5 31811,53403,11.2,4.4,25.9
8600000US31812,ZCTA5 31812,17436,49.9,12.0,1.1
8600000US31814,ZCTA5 31814,42688,9.6,0.0,0.0
8600000US31815,ZCTA5 31815,31066,24.8,7.2,9.3
8600000US31816,ZCTA5 31816,29950,29.7,7.5,9.6
8600000US31820,ZCTA5 31820,101667,1.7,4.6,48.6
8600000US31821,ZCTA5 31821,20909,36.8,13.2,0.0
8600000US31822,ZCTA5 31822,48810,15.3,7.1,20.8
8600000US31823,ZCTA5 31823,35179,33.8,12.3,14.6
8600000US31824,ZCTA5 31824,31941,23.1,4.6,5.2
8600000US31825,ZCTA5 31825,20172,39.3,7.9,10.8
8600000US31826,ZCTA5 31826,41447,10.0,6.5,10.8
8600000US31827,ZCTA5 31827,31212,20.7,10.6,10.9
8600000US31829,ZCTA5 31829,102022,3.9,4.1,30.9
8600000US31830,ZCTA5 31830,38780,27.7,5.9,18.9
8600000US31831,ZCTA5 31831,56538,10.6,7.3,13.1
8600000US31832,ZCTA5 31832,52455,0.0,0.0,16.4
8600000US31833,ZCTA5 31833,35301,22.3,11.0,11.9
8600000US31836,ZCTA5 31836,33125,20.9,3.1,20.1
8600000US31901,ZCTA5 31901,15405,51.9,9.8,18.2
8600000US31903,ZCTA5 31903,23067,40.4,9.4,6.5
8600000US31904,ZCTA5 31904,44751,19.6,7.0,28.6
8600000US31905,ZCTA5 31905,51438,5.9,3.1,28.5
8600000US31906,ZCTA5 31906,35239,25.4,8.1,23.9
8600000US31907,ZCTA5 31907,39454,17.6,5.6,18.2
8600000US31909,ZCTA5 31909,55814,9.1,4.6,34.7
8600000US32003,ZCTA5 32003,88672,4.4,5.7,44.0
8600000US32008,ZCTA5 32008,33750,28.2,7.3,7.8
8600000US32009,ZCTA5 32009,57183,11.6,2.9,7.0
8600000US32011,ZCTA5 32011,55882,9.8,4.8,10.5
8600000US32024,ZCTA5 32024,39773,19.1,7.9,12.8
8600000US32025,ZCTA5 32025,40532,16.2,7.8,14.2
8600000US32026,ZCTA5 32026,-,100.0,0.0,1.9
8600000US32033,ZCTA5 32033,46959,19.0,5.2,24.4
8600000US32034,ZCTA5 32034,61446,14.9,6.4,35.3
8600000US32038,ZCTA5 32038,41658,22.8,12.7,14.2
8600000US32040,ZCTA5 32040,61080,13.6,7.0,9.2
8600000US32043,ZCTA5 32043,56332,10.1,5.3,18.6
8600000US32044,ZCTA5 32044,36944,10.4,11.9,6.1
8600000US32046,ZCTA5 32046,46479,16.4,6.6,8.2
8600000US32052,ZCTA5 32052,37024,28.8,4.6,8.2
8600000US32053,ZCTA5 32053,36406,26.8,9.4,11.7
8600000US32054,ZCTA5 32054,40664,19.3,3.9,8.7
8600000US32055,ZCTA5 32055,37038,23.6,10.0,14.9
8600000US32058,ZCTA5 32058,39750,22.7,7.7,7.3
8600000US32059,ZCTA5 32059,41397,22.0,6.1,7.6
8600000US32060,ZCTA5 32060,43364,21.1,5.0,13.6
8600000US32061,ZCTA5 32061,66250,0.0,14.3,0.0
8600000US32062,ZCTA5 32062,34754,12.4,8.6,16.5
8600000US32063,ZCTA5 32063,45773,20.8,4.2,14.3
8600000US32064,ZCTA5 32064,22018,38.6,11.6,8.4
8600000US32065,ZCTA5 32065,63572,10.5,7.4,29.5
8600000US32066,ZCTA5 32066,37330,23.8,7.3,10.6
8600000US32068,ZCTA5 32068,54249,14.3,9.6,15.3
8600000US32071,ZCTA5 32071,33056,29.7,3.5,9.3
8600000US32072,ZCTA5 32072,52250,0.0,16.6,0.0
8600000US32073,ZCTA5 32073,55642,8.6,6.4,21.5
8600000US32079,ZCTA5 32079,33523,9.2,0.0,45.6
8600000US32080,ZCTA5 32080,58413,9.5,4.1,48.4
8600000US32081,ZCTA5 32081,85448,4.5,3.0,61.2
8600000US32082,ZCTA5 32082,84810,6.0,4.0,58.0
8600000US32083,ZCTA5 32083,42364,7.0,1.6,6.4
8600000US32084,ZCTA5 32084,39550,19.6,5.3,23.7
8600000US32086,ZCTA5 32086,52000,12.9,4.9,27.3
8600000US32087,ZCTA5 32087,37472,21.7,4.7,5.2
8600000US32091,ZCTA5 32091,38980,21.4,6.7,11.7
8600000US32092,ZCTA5 32092,81503,5.8,3.9,43.1
8600000US32094,ZCTA5 32094,43297,22.6,6.7,12.0
8600000US32095,ZCTA5 32095,69429,10.1,3.8,29.7
8600000US32096,ZCTA5 32096,27380,30.3,14.2,16.4
8600000US32097,ZCTA5 32097,54403,8.3,5.6,18.1
8600000US32102,ZCTA5 32102,30000,22.0,8.3,8.5
8600000US32110,ZCTA5 32110,37500,25.0,7.0,9.6
8600000US32112,ZCTA5 32112,30179,36.7,5.6,7.6
8600000US32113,ZCTA5 32113,35244,28.2,9.4,10.4
8600000US32114,ZCTA5 32114,24783,38.9,6.4,14.7
8600000US32117,ZCTA5 32117,25744,31.2,7.7,12.4
8600000US32118,ZCTA5 32118,37063,17.5,5.1,29.0
8600000US32119,ZCTA5 32119,35342,20.9,6.4,17.9
8600000US32124,ZCTA5 32124,48990,22.0,5.6,19.4
8600000US32127,ZCTA5 32127,44810,11.0,4.5,25.7
8600000US32128,ZCTA5 32128,62852,5.8,3.6,35.0
8600000US32129,ZCTA5 32129,39940,16.4,3.5,19.8
8600000US32130,ZCTA5 32130,47184,20.8,5.6,13.4
8600000US32131,ZCTA5 32131,44561,19.2,6.3,16.9
8600000US32132,ZCTA5 32132,42888,11.9,7.5,14.1
8600000US32133,ZCTA5 32133,-,0.0,0.0,0.0
8600000US32134,ZCTA5 32134,37005,17.1,7.5,7.4
8600000US32136,ZCTA5 32136,50476,4.1,3.8,33.8
8600000US32137,ZCTA5 32137,51969,14.4,4.9,26.2
8600000US32139,ZCTA5 32139,22005,41.5,5.1,4.1
8600000US32140,ZCTA5 32140,47500,19.1,3.2,18.1
8600000US32141,ZCTA5 32141,44352,12.8,5.5,15.1
8600000US32145,ZCTA5 32145,43511,14.4,5.3,11.5
8600000US32147,ZCTA5 32147,20147,43.6,0.0,25.8
8600000US32148,ZCTA5 32148,28197,27.7,7.8,6.1
8600000US32157,ZCTA5 32157,58203,0.0,0.0,6.8
8600000US32159,ZCTA5 32159,42064,10.2,3.7,24.3
8600000US32162,ZCTA5 32162,56780,4.8,1.7,35.9
8600000US32164,ZCTA5 32164,46357,19.2,5.0,20.5
8600000US32168,ZCTA5 32168,45613,15.5,4.3,22.5
8600000US32169,ZCTA5 32169,57486,10.7,1.6,41.0
8600000US32174,ZCTA5 32174,46926,13.1,4.9,29.8
8600000US32176,ZCTA5 32176,42340,13.0,5.0,30.9
8600000US32177,ZCTA5 32177,32937,30.9,5.8,12.7
8600000US32179,ZCTA5 32179,31543,25.0,7.4,7.8
8600000US32180,ZCTA5 32180,37061,27.9,2.2,8.8
8600000US32181,ZCTA5 32181,27337,24.5,5.3,8.1
8600000US32187,ZCTA5 32187,33519,21.1,5.0,6.6
8600000US32189,ZCTA5 32189,33797,22.3,6.1,11.0
8600000US32190,ZCTA5 32190,40781,17.5,1.0,11.9
8600000US32193,ZCTA5 32193,31394,21.9,7.7,22.0
8600000US32195,ZCTA5 32195,55560,8.3,1.9,11.1
8600000US32202,ZCTA5 32202,14219,51.0,4.7,13.2
8600000US32204,ZCTA5 32204,34417,30.5,4.9,35.2
8600000US32205,ZCTA5 32205,41375,24.0,7.7,27.5
8600000US32206,ZCTA5 32206,24087,40.8,9.6,15.1
8600000US32207,ZCTA5 32207,38379,21.6,6.2,28.2
8600000US32208,ZCTA5 32208,33339,27.0,11.4,12.7
8600000US32209,ZCTA5 32209,21532,39.8,10.0,12.6
8600000US32210,ZCTA5 32210,41942,22.8,10.2,19.0
8600000US32211,ZCTA5 32211,37110,22.0,9.4,16.0
8600000US32212,ZCTA5 32212,54091,20.0,1.9,23.0
8600000US32216,ZCTA5 32216,47339,18.5,7.0,28.3
8600000US32217,ZCTA5 32217,45010,17.4,6.6,32.5
8600000US32218,ZCTA5 32218,47401,15.9,6.7,18.9
8600000US32219,ZCTA5 32219,37408,19.6,8.4,15.1
8600000US32220,ZCTA5 32220,51228,12.3,7.9,13.6
8600000US32221,ZCTA5 32221,57071,17.6,6.9,15.7
8600000US32222,ZCTA5 32222,62134,7.3,8.8,13.5
8600000US32223,ZCTA5 32223,77391,6.3,4.5,38.5
8600000US32224,ZCTA5 32224,59511,9.6,3.8,44.7
8600000US32225,ZCTA5 32225,62405,7.4,4.9,30.0
8600000US32226,ZCTA5 32226,72201,7.9,5.6,22.2
8600000US32227,ZCTA5 32227,39875,15.5,0.8,12.3
8600000US32228,ZCTA5 32228,-,-,0.0,0.0
8600000US32233,ZCTA5 32233,51785,13.5,6.3,32.3
8600000US32234,ZCTA5 32234,48430,14.4,12.4,6.8
8600000US32244,ZCTA5 32244,47313,18.8,9.0,17.5
8600000US32246,ZCTA5 32246,51423,16.8,6.9,27.8
8600000US32250,ZCTA5 32250,58353,11.7,3.8,40.9
8600000US32254,ZCTA5 32254,26313,36.3,13.7,4.7
8600000US32256,ZCTA5 32256,54666,8.6,5.5,51.2
8600000US32257,ZCTA5 32257,52321,11.2,6.4,31.8
8600000US32258,ZCTA5 32258,82879,3.7,5.7,44.6
8600000US32259,ZCTA5 32259,99152,4.8,4.4,51.5
8600000US32266,ZCTA5 32266,67386,8.6,3.8,50.8
8600000US32277,ZCTA5 32277,42412,16.7,7.4,23.3
8600000US32301,ZCTA5 32301,38912,32.0,9.9,45.0
8600000US32303,ZCTA5 32303,44840,24.5,7.3,41.4
8600000US32304,ZCTA5 32304,18154,58.5,12.5,25.4
8600000US32305,ZCTA5 32305,35160,26.5,10.7,15.2
8600000US32308,ZCTA5 32308,50191,14.9,4.3,54.0
8600000US32309,ZCTA5 32309,81354,6.1,2.4,55.3
8600000US32310,ZCTA5 32310,29230,33.2,10.8,20.9
8600000US32311,ZCTA5 32311,64607,8.9,3.8,49.2
8600000US32312,ZCTA5 32312,92360,5.0,2.9,60.2
8600000US32317,ZCTA5 32317,90465,3.1,3.8,56.2
8600000US32320,ZCTA5 32320,38415,16.3,6.6,17.1
8600000US32321,ZCTA5 32321,38165,24.2,9.1,12.8
8600000US32322,ZCTA5 32322,35186,27.4,3.8,10.4
8600000US32323,ZCTA5 32323,21458,77.0,26.4,11.1
8600000US32324,ZCTA5 32324,33365,44.9,3.8,11.6
8600000US32327,ZCTA5 32327,55044,13.1,4.6,17.2
8600000US32328,ZCTA5 32328,43871,20.6,4.5,22.4
8600000US32330,ZCTA5 32330,29167,37.1,1.8,11.2
8600000US32331,ZCTA5 32331,37868,16.0,6.9,10.9
8600000US32332,ZCTA5 32332,32744,30.6,9.6,12.9
8600000US32333,ZCTA5 32333,46682,17.3,6.5,22.6
8600000US32334,ZCTA5 32334,44545,7.2,3.9,14.2
8600000US32336,ZCTA5 32336,39537,17.1,9.6,22.1
8600000US32340,ZCTA5 32340,31480,24.2,5.4,11.4
8600000US32343,ZCTA5 32343,46995,15.8,4.4,23.8
8600000US32344,ZCTA5 32344,42459,17.4,5.7,17.0
8600000US32346,ZCTA5 32346,36989,18.4,11.0,18.0
8600000US32347,ZCTA5 32347,38171,16.1,5.8,10.5
8600000US32348,ZCTA5 32348,36771,14.1,5.1,10.0
8600000US32350,ZCTA5 32350,32837,17.3,8.8,6.9
8600000US32351,ZCTA5 32351,30797,31.7,8.1,13.3
8600000US32352,ZCTA5 32352,40797,22.6,6.3,16.3
8600000US32355,ZCTA5 32355,51719,10.6,8.2,19.8
8600000US32356,ZCTA5 32356,24492,0.0,0.0,0.0
8600000US32358,ZCTA5 32358,41904,10.4,1.1,19.5
8600000US32359,ZCTA5 32359,33750,4.2,2.0,8.3
8600000US32361,ZCTA5 32361,79500,13.2,0.0,26.2
8600000US32399,ZCTA5 32399,-,-,-,-
8600000US32401,ZCTA5 32401,36006,23.2,7.6,17.2
8600000US32403,ZCTA5 32403,54559,9.9,0.5,35.9
8600000US32404,ZCTA5 32404,51116,14.2,5.9,16.1
8600000US32405,ZCTA5 32405,41854,16.3,7.4,22.8
8600000US32407,ZCTA5 32407,51152,12.4,4.4,25.5
8600000US32408,ZCTA5 32408,49450,9.5,5.0,32.1
8600000US32409,ZCTA5 32409,48419,12.4,6.5,16.6
8600000US32410,ZCTA5 32410,53125,19.5,5.8,30.2
8600000US32413,ZCTA5 32413,55177,10.0,5.6,29.6
8600000US32420,ZCTA5 32420,31659,25.4,7.0,6.8
8600000US32421,ZCTA5 32421,36042,21.6,6.5,11.8
8600000US32423,ZCTA5 32423,54688,18.5,1.1,14.9
8600000US32424,ZCTA5 32424,30582,27.8,2.5,8.1
8600000US32425,ZCTA5 32425,35853,25.0,4.1,11.9
8600000US32426,ZCTA5 32426,25139,35.0,7.4,9.9
8600000US32427,ZCTA5 32427,36324,28.3,3.8,4.4
8600000US32428,ZCTA5 32428,38010,17.2,5.3,12.1
8600000US32430,ZCTA5 32430,39688,13.1,9.0,7.5
8600000US32431,ZCTA5 32431,34010,23.6,9.3,6.5
8600000US32432,ZCTA5 32432,-,0.0,0.0,0.0
8600000US32433,ZCTA5 32433,33706,29.5,6.3,9.0
8600000US32435,ZCTA5 32435,29154,22.3,6.7,16.8
8600000US32437,ZCTA5 32437,38771,30.0,8.3,2.4
8600000US32438,ZCTA5 32438,39037,26.6,7.1,2.9
8600000US32439,ZCTA5 32439,50355,10.0,3.6,20.1
8600000US32440,ZCTA5 32440,35245,22.0,5.4,8.6
8600000US32442,ZCTA5 32442,39152,14.3,8.2,10.8
8600000US32443,ZCTA5 32443,40428,19.5,8.3,16.3
8600000US32444,ZCTA5 32444,60503,10.9,4.5,27.8
8600000US32445,ZCTA5 32445,33409,20.3,6.2,15.5
8600000US32446,ZCTA5 32446,44655,15.9,5.6,27.1
8600000US32447,ZCTA5 32447,-,100.0,0.0,0.0
